EquipmentIDChar,EquipmentIDNum,EQUIPMENTNAME,DESCRIPTION,STATUS,LOCATON
TL12,520,Test Light,12V,Checked Out,Out
TL12,521,Test Light,12V,Checked Out,Out
TL12,522,Test Light,12V,Checked Out,Out
TL12,523,Test Light,12V,Available,Primary
TL12,524,Test Light,12V,Checked Out,Out
TL12,525,Test Light,12V,Checked Out,Out
TL12,526,Test Light,12V,Checked Out,Out
TL12,527,Test Light,12V,Available,Primary
TL12,528,Test Light,12V,Checked Out,Out
TL12,529,Test Light,12V,Available,Secondary
TL12,530,Test Light,12V,Checked Out,Out
TL12,531,Test Light,12V,Available,Secondary
TL12,532,Test Light,12V,Available,Primary
TL12,533,Test Light,12V,Available,Secondary
TL12,534,Test Light,12V,Checked Out,Out
TL12,535,Test Light,12V,Available,Primary
TL12,536,Test Light,12V,Available,Secondary
TL12,537,Test Light,12V,Available,Primary
TL12,538,Test Light,12V,Checked Out,Out
TL12,539,Test Light,12V,Checked Out,Out
TL12,540,Test Light,12V,Checked Out,Out
TL12,541,Test Light,12V,Available,Secondary
TL12,542,Test Light,12V,Checked Out,Out
TL12,543,Test Light,12V,Checked Out,Out
TL12,544,Test Light,12V,Available,Secondary
TL12,545,Test Light,12V,Available,Secondary
TL12,546,Test Light,12V,Checked Out,Out
TL12,547,Test Light,12V,Checked Out,Out
TL12,548,Test Light,12V,Available,Primary
TL12,549,Test Light,12V,Checked Out,Out
TL12,550,Test Light,12V,Checked Out,Out
TL5,1,Test Light,5V,Available,Primary
TL5,2,Test Light,5V,Checked Out,Out
TL5,3,Test Light,5V,Checked Out,Out
TL5,4,Test Light,5V,Available,Secondary
TL5,5,Test Light,5V,Available,Primary
TL5,6,Test Light,5V,Checked Out,Out
TL5,7,Test Light,5V,Available,Secondary
TL5,8,Test Light,5V,Available,Secondary
TL5,9,Test Light,5V,Checked Out,Out
TL5,10,Test Light,5V,Checked Out,Out
TL5,11,Test Light,5V,Checked Out,Out
TL5,12,Test Light,5V,Checked Out,Out
TL5,13,Test Light,5V,Available,Secondary
TL5,14,Test Light,5V,Checked Out,Out
TL5,15,Test Light,5V,Available,Secondary
TL5,16,Test Light,5V,Checked Out,Out
TL5,17,Test Light,5V,Available,Secondary
TL5,18,Test Light,5V,Available,Primary
TL5,19,Test Light,5V,Available,Primary
TL5,20,Test Light,5V,Available,Secondary
TL5,21,Test Light,5V,Available,Primary
TL5,22,Test Light,5V,Available,Secondary
TL5,23,Test Light,5V,Checked Out,Out
TL5,24,Test Light,5V,Available,Primary
TL5,25,Test Light,5V,Available,Primary
TL5,26,Test Light,5V,Checked Out,Out
TL5,27,Test Light,5V,Checked Out,Out
TL5,28,Test Light,5V,Available,Secondary
TL5,29,Test Light,5V,Checked Out,Out
TL5,30,Test Light,5V,Checked Out,Out
TL5,31,Test Light,5V,Checked Out,Out
TL5,32,Test Light,5V,Checked Out,Out
TL5,33,Test Light,5V,Available,Secondary
TL5,34,Test Light,5V,Checked Out,Out
TL5,35,Test Light,5V,Checked Out,Out
TL5,36,Test Light,5V,Checked Out,Out
TL5,37,Test Light,5V,Checked Out,Out
TL5,38,Test Light,5V,Checked Out,Out
TL5,39,Test Light,5V,Checked Out,Out
TL5,40,Test Light,5V,Checked Out,Out
TL5,41,Test Light,5V,Checked Out,Out
TL5,42,Test Light,5V,Available,Secondary
TL5,43,Test Light,5V,Available,Secondary
TL5,44,Test Light,5V,Checked Out,Out
TL5,45,Test Light,5V,Checked Out,Out
TL5,46,Test Light,5V,Checked Out,Out
TL5,47,Test Light,5V,Available,Primary
TL5,48,Test Light,5V,Checked Out,Out
TL5,49,Test Light,5V,Checked Out,Out
TL5,50,Test Light,5V,Available,Primary
TL5,51,Test Light,5V,Checked Out,Out
TL5,52,Test Light,5V,Available,Primary
TL5,53,Test Light,5V,Checked Out,Out
TL5,54,Test Light,5V,Available,Primary
TL5,55,Test Light,5V,Available,Secondary
TL5,56,Test Light,5V,Available,Secondary
TL5,57,Test Light,5V,Checked Out,Out
TL5,58,Test Light,5V,Available,Primary
TL5,59,Test Light,5V,Checked Out,Out
TL5,60,Test Light,5V,Available,Secondary
TL5,61,Test Light,5V,Checked Out,Out
TL5,62,Test Light,5V,Checked Out,Out
TL5,63,Test Light,5V,Available,Primary
TL5,64,Test Light,5V,Available,Secondary
TL5,65,Test Light,5V,Checked Out,Out
TL5,66,Test Light,5V,Checked Out,Out
TL5,67,Test Light,5V,Checked Out,Out
TL5,68,Test Light,5V,Available,Primary
TL5,69,Test Light,5V,Checked Out,Out
TL5,70,Test Light,5V,Checked Out,Out
TL5,71,Test Light,5V,Checked Out,Out
TL5,72,Test Light,5V,Checked Out,Out
TL5,73,Test Light,5V,Available,Primary
TL5,74,Test Light,5V,Checked Out,Out
TL5,75,Test Light,5V,Available,Secondary
TL5,76,Test Light,5V,Available,Primary
TL5,77,Test Light,5V,Checked Out,Out
TL5,78,Test Light,5V,Available,Secondary
TL5,79,Test Light,5V,Available,Primary
TL5,80,Test Light,5V,Available,Secondary
TL5,81,Test Light,5V,Available,Secondary
TL5,82,Test Light,5V,Checked Out,Out
TL5,83,Test Light,5V,Checked Out,Out
TL5,84,Test Light,5V,Available,Primary
TL5,85,Test Light,5V,Available,Primary
TL5,86,Test Light,5V,Available,Secondary
TL5,87,Test Light,5V,Available,Secondary
TL5,88,Test Light,5V,Available,Secondary
TL5,89,Test Light,5V,Available,Secondary
TL5,90,Test Light,5V,Available,Primary
TL5,91,Test Light,5V,Checked Out,Out
TL5,92,Test Light,5V,Available,Primary
TL5,93,Test Light,5V,Checked Out,Out
TL5,94,Test Light,5V,Checked Out,Out
TL5,95,Test Light,5V,Checked Out,Out
TL5,96,Test Light,5V,Available,Secondary
TL5,97,Test Light,5V,Checked Out,Out
TL5,98,Test Light,5V,Checked Out,Out
TL5,99,Test Light,5V,Available,Primary
TL5,100,Test Light,5V,Checked Out,Out
TL5,101,Test Light,5V,Checked Out,Out
TL5,102,Test Light,5V,Checked Out,Out
TL5,103,Test Light,5V,Available,Secondary
TL5,104,Test Light,5V,Checked Out,Out
TL5,105,Test Light,5V,Available,Primary
TL5,106,Test Light,5V,Available,Secondary
TL5,107,Test Light,5V,Available,Secondary
TL5,108,Test Light,5V,Checked Out,Out
TL5,109,Test Light,5V,Available,Secondary
TL5,110,Test Light,5V,Available,Primary
TL5,111,Test Light,5V,Checked Out,Out
TL5,112,Test Light,5V,Checked Out,Out
TL5,113,Test Light,5V,Available,Primary
TL5,114,Test Light,5V,Checked Out,Out
TL5,115,Test Light,5V,Checked Out,Out
TL5,116,Test Light,5V,Checked Out,Out
TL5,117,Test Light,5V,Available,Secondary
TL5,118,Test Light,5V,Available,Primary
TL5,119,Test Light,5V,Available,Primary
TL5,120,Test Light,5V,Available,Secondary
TL5,121,Test Light,5V,Available,Secondary
TL5,122,Test Light,5V,Available,Primary
TL5,123,Test Light,5V,Available,Primary
TL5,124,Test Light,5V,Checked Out,Out
TL5,125,Test Light,5V,Available,Secondary
TL5,126,Test Light,5V,Available,Secondary
TL5,127,Test Light,5V,Checked Out,Out
TL5,128,Test Light,5V,Checked Out,Out
TL5,129,Test Light,5V,Available,Secondary
TL5,130,Test Light,5V,Available,Secondary
TL5,131,Test Light,5V,Available,Primary
TL5,132,Test Light,5V,Checked Out,Out
TL5,133,Test Light,5V,Checked Out,Out
TL5,134,Test Light,5V,Checked Out,Out
TL5,135,Test Light,5V,Available,Secondary
TL5,136,Test Light,5V,Available,Secondary
TL5,137,Test Light,5V,Checked Out,Out
TL5,138,Test Light,5V,Checked Out,Out
TL5,139,Test Light,5V,Available,Secondary
TL5,140,Test Light,5V,Checked Out,Out
TL5,141,Test Light,5V,Available,Secondary
TL5,142,Test Light,5V,Checked Out,Out
TL5,143,Test Light,5V,Available,Primary
TL5,144,Test Light,5V,Checked Out,Out
TL5,145,Test Light,5V,Available,Primary
TL5,146,Test Light,5V,Available,Secondary
TL5,147,Test Light,5V,Checked Out,Out
TL5,148,Test Light,5V,Available,Secondary
TL5,149,Test Light,5V,Checked Out,Out
TL5,150,Test Light,5V,Available,Secondary
TL5,151,Test Light,5V,Checked Out,Out
TL5,152,Test Light,5V,Checked Out,Out
TL5,153,Test Light,5V,Available,Primary
TL5,154,Test Light,5V,Checked Out,Out
TL5,155,Test Light,5V,Available,Secondary
TL5,156,Test Light,5V,Available,Primary
TL5,157,Test Light,5V,Available,Primary
TL5,158,Test Light,5V,Checked Out,Out
TL5,159,Test Light,5V,Available,Secondary
TL5,160,Test Light,5V,Available,Primary
TL5,161,Test Light,5V,Checked Out,Out
TL5,162,Test Light,5V,Available,Primary
TL5,163,Test Light,5V,Checked Out,Out
TL5,164,Test Light,5V,Available,Primary
TL5,165,Test Light,5V,Checked Out,Out
TL5,166,Test Light,5V,Checked Out,Out
TL5,167,Test Light,5V,Available,Primary
TL5,168,Test Light,5V,Available,Secondary
TL5,169,Test Light,5V,Available,Secondary
TL5,170,Test Light,5V,Checked Out,Out
TL5,171,Test Light,5V,Available,Secondary
TL5,172,Test Light,5V,Checked Out,Out
TL5,173,Test Light,5V,Available,Secondary
TL5,174,Test Light,5V,Checked Out,Out
TL5,175,Test Light,5V,Checked Out,Out
TL5,176,Test Light,5V,Available,Primary
TL5,177,Test Light,5V,Checked Out,Out
TL5,178,Test Light,5V,Checked Out,Out
TL5,179,Test Light,5V,Checked Out,Out
TL5,180,Test Light,5V,Checked Out,Out
TL5,181,Test Light,5V,Checked Out,Out
TL5,182,Test Light,5V,Checked Out,Out
TL5,183,Test Light,5V,Available,Primary
TL5,184,Test Light,5V,Checked Out,Out
TL5,185,Test Light,5V,Available,Primary
TL5,186,Test Light,5V,Available,Secondary
TL5,187,Test Light,5V,Checked Out,Out
TL5,188,Test Light,5V,Available,Primary
TL5,189,Test Light,5V,Available,Primary
TL5,190,Test Light,5V,Available,Primary
TL5,191,Test Light,5V,Available,Secondary
TL5,192,Test Light,5V,Available,Primary
TL5,193,Test Light,5V,Checked Out,Out
TL5,194,Test Light,5V,Checked Out,Out
TL5,195,Test Light,5V,Available,Secondary
TL5,196,Test Light,5V,Checked Out,Out
TL5,197,Test Light,5V,Available,Primary
TL5,198,Test Light,5V,Checked Out,Out
TL5,199,Test Light,5V,Available,Secondary
TL5,200,Test Light,5V,Available,Primary
TL5,201,Test Light,5V,Checked Out,Out
TL5,202,Test Light,5V,Available,Primary
TL5,203,Test Light,5V,Available,Secondary
TL5,204,Test Light,5V,Available,Secondary
TL5,205,Test Light,5V,Checked Out,Out
TL5,206,Test Light,5V,Checked Out,Out
TL5,207,Test Light,5V,Available,Secondary
TL5,208,Test Light,5V,Checked Out,Out
TL5,209,Test Light,5V,Available,Primary
TL5,210,Test Light,5V,Checked Out,Out
TL5,211,Test Light,5V,Checked Out,Out
TL5,212,Test Light,5V,Checked Out,Out
TL5,213,Test Light,5V,Available,Secondary
TL5,214,Test Light,5V,Available,Secondary
TL5,215,Test Light,5V,Available,Secondary
TL5,216,Test Light,5V,Available,Primary
TL5,217,Test Light,5V,Available,Secondary
TL5,218,Test Light,5V,Checked Out,Out
TL5,219,Test Light,5V,Available,Primary
TL5,220,Test Light,5V,Available,Secondary
TL5,221,Test Light,5V,Available,Primary
TL5,222,Test Light,5V,Checked Out,Out
TL5,223,Test Light,5V,Checked Out,Out
TL5,224,Test Light,5V,Checked Out,Out
TL5,225,Test Light,5V,Checked Out,Out
TL5,226,Test Light,5V,Checked Out,Out
TL5,227,Test Light,5V,Available,Primary
TL5,228,Test Light,5V,Available,Primary
TL5,229,Test Light,5V,Available,Secondary
TL5,230,Test Light,5V,Checked Out,Out
TL5,231,Test Light,5V,Available,Primary
TL5,232,Test Light,5V,Checked Out,Out
TL5,233,Test Light,5V,Checked Out,Out
TL5,234,Test Light,5V,Available,Secondary
TL5,235,Test Light,5V,Available,Secondary
TL5,236,Test Light,5V,Available,Primary
TL5,237,Test Light,5V,Checked Out,Out
TL5,238,Test Light,5V,Checked Out,Out
TL5,239,Test Light,5V,Checked Out,Out
TL5,240,Test Light,5V,Available,Primary
TL5,241,Test Light,5V,Checked Out,Out
TL5,242,Test Light,5V,Available,Primary
TL5,243,Test Light,5V,Available,Primary
TL5,244,Test Light,5V,Checked Out,Out
TL5,245,Test Light,5V,Checked Out,Out
TL5,246,Test Light,5V,Checked Out,Out
TL5,247,Test Light,5V,Available,Secondary
TL5,248,Test Light,5V,Available,Primary
TL5,249,Test Light,5V,Checked Out,Out
TL5,250,Test Light,5V,Checked Out,Out
TL5,251,Test Light,5V,Available,Secondary
TL5,252,Test Light,5V,Available,Primary
TL5,253,Test Light,5V,Checked Out,Out
TL5,254,Test Light,5V,Available,Secondary
TL5,255,Test Light,5V,Available,Secondary
TL5,256,Test Light,5V,Checked Out,Out
TL5,257,Test Light,5V,Available,Primary
TL5,258,Test Light,5V,Checked Out,Out
TL5,259,Test Light,5V,Checked Out,Out
TL5,260,Test Light,5V,Available,Primary
TL5,261,Test Light,5V,Available,Secondary
TL5,262,Test Light,5V,Checked Out,Out
TL5,263,Test Light,5V,Checked Out,Out
TL5,264,Test Light,5V,Available,Secondary
TL5,265,Test Light,5V,Checked Out,Out
TL5,266,Test Light,5V,Available,Secondary
TL5,267,Test Light,5V,Available,Primary
TL5,268,Test Light,5V,Available,Secondary
TL5,269,Test Light,5V,Checked Out,Out
TL5,270,Test Light,5V,Checked Out,Out
TL5,271,Test Light,5V,Available,Primary
TL5,272,Test Light,5V,Available,Primary
TL5,273,Test Light,5V,Checked Out,Out
TL5,274,Test Light,5V,Checked Out,Out
TL5,275,Test Light,5V,Checked Out,Out
TL5,276,Test Light,5V,Checked Out,Out
TL5,277,Test Light,5V,Checked Out,Out
TL5,278,Test Light,5V,Checked Out,Out
TL5,279,Test Light,5V,Available,Secondary
TL5,280,Test Light,5V,Available,Secondary
TL5,281,Test Light,5V,Checked Out,Out
TL5,282,Test Light,5V,Checked Out,Out
TL5,283,Test Light,5V,Available,Secondary
TL5,284,Test Light,5V,Checked Out,Out
TL5,285,Test Light,5V,Available,Secondary
TL5,286,Test Light,5V,Available,Primary
TL5,287,Test Light,5V,Available,Secondary
TL5,288,Test Light,5V,Checked Out,Out
TL5,289,Test Light,5V,Checked Out,Out
TL5,290,Test Light,5V,Available,Secondary
TL5,291,Test Light,5V,Checked Out,Out
TL5,292,Test Light,5V,Available,Secondary
TL5,293,Test Light,5V,Available,Primary
TL5,294,Test Light,5V,Available,Secondary
TL5,295,Test Light,5V,Available,Secondary
TL5,296,Test Light,5V,Checked Out,Out
TL5,297,Test Light,5V,Checked Out,Out
TL5,298,Test Light,5V,Available,Primary
TL5,299,Test Light,5V,Available,Secondary
TL5,300,Test Light,5V,Checked Out,Out
TL5,301,Test Light,5V,Checked Out,Out
TL5,302,Test Light,5V,Checked Out,Out
TL5,303,Test Light,5V,Checked Out,Out
TL5,304,Test Light,5V,Checked Out,Out
TL5,305,Test Light,5V,Available,Primary
TL5,306,Test Light,5V,Checked Out,Out
TL5,307,Test Light,5V,Available,Primary
TL5,308,Test Light,5V,Checked Out,Out
TL5,309,Test Light,5V,Checked Out,Out
TL5,310,Test Light,5V,Available,Primary
TL5,311,Test Light,5V,Available,Primary
TL5,312,Test Light,5V,Checked Out,Out
TL5,313,Test Light,5V,Checked Out,Out
TL5,314,Test Light,5V,Checked Out,Out
TL5,315,Test Light,5V,Checked Out,Out
TL5,316,Test Light,5V,Available,Primary
TL5,317,Test Light,5V,Checked Out,Out
TL5,318,Test Light,5V,Checked Out,Out
TL5,319,Test Light,5V,Available,Secondary
TL5,320,Test Light,5V,Checked Out,Out
TL5,321,Test Light,5V,Checked Out,Out
TL5,322,Test Light,5V,Checked Out,Out
TL5,323,Test Light,5V,Checked Out,Out
TL5,324,Test Light,5V,Checked Out,Out
TL5,325,Test Light,5V,Checked Out,Out
TL5,326,Test Light,5V,Checked Out,Out
TL5,327,Test Light,5V,Available,Secondary
TL5,328,Test Light,5V,Checked Out,Out
TL5,329,Test Light,5V,Available,Secondary
TL5,330,Test Light,5V,Available,Primary
TL5,331,Test Light,5V,Checked Out,Out
TL5,332,Test Light,5V,Available,Secondary
TL5,333,Test Light,5V,Checked Out,Out
TL5,334,Test Light,5V,Checked Out,Out
TL5,335,Test Light,5V,Checked Out,Out
TL5,336,Test Light,5V,Checked Out,Out
TL5,337,Test Light,5V,Available,Secondary
TL5,338,Test Light,5V,Available,Primary
TL5,339,Test Light,5V,Available,Primary
TL5,340,Test Light,5V,Checked Out,Out
TL5,341,Test Light,5V,Available,Secondary
TL5,342,Test Light,5V,Checked Out,Out
TL5,343,Test Light,5V,Available,Primary
TL5,344,Test Light,5V,Available,Primary
TL5,345,Test Light,5V,Checked Out,Out
TL5,346,Test Light,5V,Checked Out,Out
TL5,347,Test Light,5V,Checked Out,Out
TL5,348,Test Light,5V,Checked Out,Out
TL5,349,Test Light,5V,Available,Primary
TL5,350,Test Light,5V,Available,Secondary
TL5,351,Test Light,5V,Available,Secondary
TL5,352,Test Light,5V,Available,Primary
TL5,353,Test Light,5V,Checked Out,Out
TL5,354,Test Light,5V,Checked Out,Out
TL5,355,Test Light,5V,Checked Out,Out
TL5,356,Test Light,5V,Available,Secondary
TL5,357,Test Light,5V,Checked Out,Out
TL5,358,Test Light,5V,Available,Secondary
TL5,359,Test Light,5V,Available,Secondary
TL5,360,Test Light,5V,Checked Out,Out
TL5,361,Test Light,5V,Checked Out,Out
TL5,362,Test Light,5V,Available,Secondary
TL5,363,Test Light,5V,Checked Out,Out
TL5,364,Test Light,5V,Available,Primary
TL5,365,Test Light,5V,Checked Out,Out
TL5,366,Test Light,5V,Checked Out,Out
TL5,367,Test Light,5V,Checked Out,Out
TL5,368,Test Light,5V,Checked Out,Out
TL5,369,Test Light,5V,Checked Out,Out
TL5,370,Test Light,5V,Available,Secondary
TL5,371,Test Light,5V,Checked Out,Out
TL5,372,Test Light,5V,Checked Out,Out
TL5,373,Test Light,5V,Available,Secondary
TL5,374,Test Light,5V,Checked Out,Out
TL5,375,Test Light,5V,Available,Primary
TL5,376,Test Light,5V,Checked Out,Out
TL5,377,Test Light,5V,Checked Out,Out
TL5,378,Test Light,5V,Checked Out,Out
TL5,379,Test Light,5V,Available,Primary
TL5,380,Test Light,5V,Available,Secondary
TL5,381,Test Light,5V,Checked Out,Out
TL5,382,Test Light,5V,Checked Out,Out
TL5,383,Test Light,5V,Available,Primary
TL5,384,Test Light,5V,Available,Secondary
TL5,385,Test Light,5V,Checked Out,Out
TL5,386,Test Light,5V,Checked Out,Out
TL5,387,Test Light,5V,Checked Out,Out
TL5,388,Test Light,5V,Available,Primary
TL5,389,Test Light,5V,Available,Primary
TL5,390,Test Light,5V,Available,Primary
TL5,391,Test Light,5V,Available,Secondary
TL5,392,Test Light,5V,Checked Out,Out
TL5,393,Test Light,5V,Available,Secondary
TL5,394,Test Light,5V,Checked Out,Out
TL5,395,Test Light,5V,Checked Out,Out
TL5,396,Test Light,5V,Checked Out,Out
TL5,397,Test Light,5V,Available,Secondary
TL5,398,Test Light,5V,Available,Primary
TL5,399,Test Light,5V,Available,Primary
TL5,400,Test Light,5V,Available,Secondary
TL5,401,Test Light,5V,Available,Secondary
TL5,402,Test Light,5V,Checked Out,Out
TL5,403,Test Light,5V,Available,Primary
TL5,404,Test Light,5V,Checked Out,Out
TL5,405,Test Light,5V,Available,Secondary
TL5,406,Test Light,5V,Available,Primary
TL5,407,Test Light,5V,Checked Out,Out
TL5,408,Test Light,5V,Available,Primary
TL5,409,Test Light,5V,Checked Out,Out
TL5,410,Test Light,5V,Checked Out,Out
TL5,411,Test Light,5V,Checked Out,Out
TL5,412,Test Light,5V,Checked Out,Out
TL5,413,Test Light,5V,Checked Out,Out
TL5,414,Test Light,5V,Available,Secondary
TL5,415,Test Light,5V,Checked Out,Out
TL5,416,Test Light,5V,Checked Out,Out
TL5,417,Test Light,5V,Checked Out,Out
TL5,418,Test Light,5V,Checked Out,Out
TL5,419,Test Light,5V,Available,Secondary
TL5,420,Test Light,5V,Available,Secondary
TL5,421,Test Light,5V,Checked Out,Out
TL5,422,Test Light,5V,Available,Primary
TL5,423,Test Light,5V,Available,Secondary
TL5,424,Test Light,5V,Checked Out,Out
TL5,425,Test Light,5V,Available,Secondary
TL5,426,Test Light,5V,Available,Secondary
TL5,427,Test Light,5V,Checked Out,Out
TL5,428,Test Light,5V,Checked Out,Out
TL5,429,Test Light,5V,Available,Secondary
TL5,430,Test Light,5V,Checked Out,Out
TL5,431,Test Light,5V,Available,Secondary
TL5,432,Test Light,5V,Available,Primary
TL5,433,Test Light,5V,Checked Out,Out
TL5,434,Test Light,5V,Available,Primary
TL5,435,Test Light,5V,Checked Out,Out
TL5,436,Test Light,5V,Checked Out,Out
TL5,437,Test Light,5V,Checked Out,Out
TL5,438,Test Light,5V,Checked Out,Out
TL5,439,Test Light,5V,Checked Out,Out
TL5,440,Test Light,5V,Available,Secondary
TL5,441,Test Light,5V,Checked Out,Out
TL5,442,Test Light,5V,Available,Secondary
TL5,443,Test Light,5V,Available,Secondary
TL5,444,Test Light,5V,Available,Secondary
TL5,445,Test Light,5V,Available,Secondary
TL5,446,Test Light,5V,Checked Out,Out
TL5,447,Test Light,5V,Checked Out,Out
TL5,448,Test Light,5V,Checked Out,Out
TL5,449,Test Light,5V,Available,Primary
TL5,450,Test Light,5V,Checked Out,Out
TL3,1,Test Light,3V,Checked Out,Out
TL3,2,Test Light,3V,Available,Secondary
TL3,3,Test Light,3V,Available,Primary
TL3,4,Test Light,3V,Checked Out,Out
TL3,5,Test Light,3V,Checked Out,Out
TL3,6,Test Light,3V,Available,Secondary
TL3,7,Test Light,3V,Available,Primary
TL3,8,Test Light,3V,Checked Out,Out
TL3,9,Test Light,3V,Checked Out,Out
TL3,10,Test Light,3V,Available,Primary
TL3,11,Test Light,3V,Available,Primary
TL3,12,Test Light,3V,Checked Out,Out
TL3,13,Test Light,3V,Checked Out,Out
TL3,14,Test Light,3V,Checked Out,Out
TL3,15,Test Light,3V,Available,Secondary
TL3,16,Test Light,3V,Checked Out,Out
TL3,17,Test Light,3V,Available,Primary
TL3,18,Test Light,3V,Checked Out,Out
TL3,19,Test Light,3V,Checked Out,Out
TL3,20,Test Light,3V,Available,Primary
TL3,21,Test Light,3V,Available,Primary
TL3,22,Test Light,3V,Checked Out,Out
TL3,23,Test Light,3V,Checked Out,Out
TL3,24,Test Light,3V,Checked Out,Out
TL3,25,Test Light,3V,Available,Secondary
TL3,26,Test Light,3V,Checked Out,Out
TL3,27,Test Light,3V,Checked Out,Out
TL3,28,Test Light,3V,Available,Primary
TL3,29,Test Light,3V,Available,Secondary
TL3,30,Test Light,3V,Available,Primary
TL3,31,Test Light,3V,Available,Secondary
TL3,32,Test Light,3V,Checked Out,Out
TL3,33,Test Light,3V,Available,Primary
TL3,34,Test Light,3V,Checked Out,Out
TL3,35,Test Light,3V,Available,Secondary
TL3,36,Test Light,3V,Checked Out,Out
TL3,37,Test Light,3V,Checked Out,Out
TL3,38,Test Light,3V,Available,Primary
TL3,39,Test Light,3V,Checked Out,Out
TL3,40,Test Light,3V,Checked Out,Out
TL3,41,Test Light,3V,Checked Out,Out
TL3,42,Test Light,3V,Checked Out,Out
TL3,43,Test Light,3V,Checked Out,Out
TL3,44,Test Light,3V,Available,Secondary
TL3,45,Test Light,3V,Available,Primary
TL3,46,Test Light,3V,Checked Out,Out
TL3,47,Test Light,3V,Checked Out,Out
TL3,48,Test Light,3V,Available,Primary
TL3,49,Test Light,3V,Checked Out,Out
TL3,50,Test Light,3V,Available,Primary
TL3,51,Test Light,3V,Available,Secondary
TL3,52,Test Light,3V,Available,Primary
TL3,53,Test Light,3V,Available,Secondary
TL3,54,Test Light,3V,Checked Out,Out
TL3,55,Test Light,3V,Checked Out,Out
TL3,56,Test Light,3V,Available,Secondary
TL3,57,Test Light,3V,Checked Out,Out
TL3,58,Test Light,3V,Checked Out,Out
TL3,59,Test Light,3V,Available,Primary
TL3,60,Test Light,3V,Checked Out,Out
TL3,61,Test Light,3V,Checked Out,Out
TL3,62,Test Light,3V,Available,Secondary
TL3,63,Test Light,3V,Checked Out,Out
TL3,64,Test Light,3V,Checked Out,Out
TL3,65,Test Light,3V,Checked Out,Out
TL3,66,Test Light,3V,Checked Out,Out
TL3,67,Test Light,3V,Available,Primary
TL3,68,Test Light,3V,Checked Out,Out
TL3,69,Test Light,3V,Available,Primary
TL3,70,Test Light,3V,Available,Secondary
TL3,71,Test Light,3V,Checked Out,Out
TL3,72,Test Light,3V,Checked Out,Out
TL3,73,Test Light,3V,Checked Out,Out
TL3,74,Test Light,3V,Available,Secondary
TL3,75,Test Light,3V,Available,Primary
TL3,76,Test Light,3V,Checked Out,Out
TL3,77,Test Light,3V,Checked Out,Out
TL3,78,Test Light,3V,Checked Out,Out
TL3,79,Test Light,3V,Checked Out,Out
TL3,80,Test Light,3V,Checked Out,Out
TL3,81,Test Light,3V,Checked Out,Out
TL3,82,Test Light,3V,Available,Secondary
TL3,83,Test Light,3V,Available,Primary
TL3,84,Test Light,3V,Available,Primary
TL3,85,Test Light,3V,Available,Secondary
TL3,86,Test Light,3V,Available,Primary
TL3,87,Test Light,3V,Available,Primary
TL3,88,Test Light,3V,Available,Secondary
TL3,89,Test Light,3V,Checked Out,Out
TL3,90,Test Light,3V,Available,Secondary
TL3,91,Test Light,3V,Checked Out,Out
TL3,92,Test Light,3V,Available,Secondary
TL3,93,Test Light,3V,Checked Out,Out
TL3,94,Test Light,3V,Checked Out,Out
TL3,95,Test Light,3V,Available,Secondary
TL3,96,Test Light,3V,Available,Secondary
TL3,97,Test Light,3V,Checked Out,Out
TL3,98,Test Light,3V,Checked Out,Out
TL3,99,Test Light,3V,Checked Out,Out
TL3,100,Test Light,3V,Available,Secondary
TL3,101,Test Light,3V,Available,Primary
TL3,102,Test Light,3V,Checked Out,Out
TL3,103,Test Light,3V,Checked Out,Out
TL3,104,Test Light,3V,Available,Primary
TL3,105,Test Light,3V,Checked Out,Out
TL3,106,Test Light,3V,Checked Out,Out
TL3,107,Test Light,3V,Available,Primary
TL3,108,Test Light,3V,Available,Secondary
TL3,109,Test Light,3V,Checked Out,Out
TL3,110,Test Light,3V,Checked Out,Out
TL3,111,Test Light,3V,Available,Secondary
TL3,112,Test Light,3V,Checked Out,Out
TL3,113,Test Light,3V,Available,Primary
TL3,114,Test Light,3V,Available,Secondary
TL3,115,Test Light,3V,Available,Primary
TL3,116,Test Light,3V,Checked Out,Out
TL3,117,Test Light,3V,Checked Out,Out
TL3,118,Test Light,3V,Available,Secondary
TL3,119,Test Light,3V,Available,Secondary
TL3,120,Test Light,3V,Checked Out,Out
TL3,121,Test Light,3V,Checked Out,Out
TL3,122,Test Light,3V,Available,Primary
TL3,123,Test Light,3V,Available,Primary
TL3,124,Test Light,3V,Available,Secondary
TL3,125,Test Light,3V,Available,Secondary
TL3,126,Test Light,3V,Available,Primary
TL3,127,Test Light,3V,Checked Out,Out
TL3,128,Test Light,3V,Available,Primary
TL3,129,Test Light,3V,Checked Out,Out
TL3,130,Test Light,3V,Available,Secondary
TL3,131,Test Light,3V,Available,Primary
TL3,132,Test Light,3V,Checked Out,Out
TL3,133,Test Light,3V,Checked Out,Out
TL3,134,Test Light,3V,Available,Primary
TL3,135,Test Light,3V,Available,Primary
TL3,136,Test Light,3V,Checked Out,Out
TL3,137,Test Light,3V,Available,Primary
TL3,138,Test Light,3V,Checked Out,Out
TL3,139,Test Light,3V,Checked Out,Out
TL3,140,Test Light,3V,Checked Out,Out
TL3,141,Test Light,3V,Checked Out,Out
TL3,142,Test Light,3V,Available,Primary
TL3,143,Test Light,3V,Available,Primary
TL3,144,Test Light,3V,Available,Secondary
