EquipmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location
,TL12390,Test Light,12V,Checked Out,Out
,TL12391,Test Light,12V,Checked Out,Out
,TL12392,Test Light,12V,Checked Out,Out
,TL12393,Test Light,12V,Checked Out,Out
,TL12394,Test Light,12V,Checked Out,Out
,TL12395,Test Light,12V,Available,Secondary
,TL12396,Test Light,12V,Checked Out,Out
,TL12397,Test Light,12V,Available,Secondary
,TL12398,Test Light,12V,Checked Out,Out
,TL12399,Test Light,12V,Available,Secondary
,TL12400,Test Light,12V,Available,Primary
,TL12401,Test Light,12V,Checked Out,Out
,TL12402,Test Light,12V,Available,Secondary
,TL12403,Test Light,12V,Available,Secondary
,TL12404,Test Light,12V,Checked Out,Out
,TL12405,Test Light,12V,Available,Secondary
,TL12406,Test Light,12V,Checked Out,Out
,TL12407,Test Light,12V,Checked Out,Out
,TL12408,Test Light,12V,Available,Primary
,TL12409,Test Light,12V,Checked Out,Out
,TL12410,Test Light,12V,Checked Out,Out
,TL12411,Test Light,12V,Checked Out,Out
,TL12412,Test Light,12V,Available,Primary
,TL12413,Test Light,12V,Available,Secondary
,TL12414,Test Light,12V,Checked Out,Out
,TL12415,Test Light,12V,Available,Secondary
,TL12416,Test Light,12V,Available,Secondary
,TL12417,Test Light,12V,Available,Secondary
,TL12418,Test Light,12V,Checked Out,Out
,TL12419,Test Light,12V,Checked Out,Out
,TL12420,Test Light,12V,Checked Out,Out
,TL12421,Test Light,12V,Checked Out,Out
,TL12422,Test Light,12V,Available,Secondary
,TL12423,Test Light,12V,Available,Secondary
,TL12424,Test Light,12V,Available,Secondary
,TL12425,Test Light,12V,Available,Secondary
,TL12426,Test Light,12V,Available,Secondary
,TL12427,Test Light,12V,Available,Primary
,TL12428,Test Light,12V,Checked Out,Out
,TL12429,Test Light,12V,Available,Primary
,TL12430,Test Light,12V,Available,Primary
,TL12431,Test Light,12V,Checked Out,Out
,TL12432,Test Light,12V,Available,Primary
,TL12433,Test Light,12V,Available,Secondary
,TL12434,Test Light,12V,Available,Secondary
,TL12435,Test Light,12V,Available,Secondary
,TL12436,Test Light,12V,Checked Out,Out
,TL12437,Test Light,12V,Available,Secondary
,TL12438,Test Light,12V,Checked Out,Out
,TL12439,Test Light,12V,Checked Out,Out
,TL12440,Test Light,12V,Available,Primary
,TL12441,Test Light,12V,Available,Secondary
,TL12442,Test Light,12V,Checked Out,Out
,TL12443,Test Light,12V,Available,Primary
,TL12444,Test Light,12V,Available,Primary
,TL12445,Test Light,12V,Available,Primary
,TL12446,Test Light,12V,Available,Secondary
,TL12447,Test Light,12V,Checked Out,Out
,TL12448,Test Light,12V,Available,Primary
,TL12449,Test Light,12V,Checked Out,Out
,TL12450,Test Light,12V,Available,Secondary
,TL12451,Test Light,12V,Checked Out,Out
,TL12452,Test Light,12V,Checked Out,Out
,TL12453,Test Light,12V,Available,Primary
,TL12454,Test Light,12V,Available,Secondary
,TL12455,Test Light,12V,Available,Primary
,TL12456,Test Light,12V,Checked Out,Out
,TL12457,Test Light,12V,Available,Primary
,TL12458,Test Light,12V,Available,Secondary
,TL12459,Test Light,12V,Checked Out,Out
,TL12460,Test Light,12V,Checked Out,Out
,TL12461,Test Light,12V,Available,Primary
,TL12462,Test Light,12V,Available,Primary
,TL12463,Test Light,12V,Checked Out,Out
,TL12464,Test Light,12V,Checked Out,Out
,TL12465,Test Light,12V,Checked Out,Out
,TL12466,Test Light,12V,Checked Out,Out
,TL12467,Test Light,12V,Available,Primary
,TL12468,Test Light,12V,Checked Out,Out
,TL12469,Test Light,12V,Checked Out,Out
,TL12470,Test Light,12V,Checked Out,Out
,TL12471,Test Light,12V,Available,Primary
,TL12472,Test Light,12V,Available,Primary
,TL12473,Test Light,12V,Available,Primary
,TL12474,Test Light,12V,Available,Secondary
,TL12475,Test Light,12V,Available,Secondary
,TL12476,Test Light,12V,Checked Out,Out
,TL12477,Test Light,12V,Available,Primary
,TL12478,Test Light,12V,Checked Out,Out
,TL12479,Test Light,12V,Checked Out,Out
,TL12480,Test Light,12V,Available,Secondary
,TL12481,Test Light,12V,Checked Out,Out
,TL12482,Test Light,12V,Available,Primary
,TL12483,Test Light,12V,Checked Out,Out
,TL12484,Test Light,12V,Available,Secondary
,TL12485,Test Light,12V,Available,Primary
,TL12486,Test Light,12V,Checked Out,Out
,TL12487,Test Light,12V,Available,Primary
,TL12488,Test Light,12V,Checked Out,Out
,TL12489,Test Light,12V,Available,Primary
,TL12490,Test Light,12V,Available,Secondary
,TL12491,Test Light,12V,Checked Out,Out
,TL12492,Test Light,12V,Available,Primary
,TL12493,Test Light,12V,Checked Out,Out
,TL12494,Test Light,12V,Checked Out,Out
,TL12495,Test Light,12V,Checked Out,Out
,TL12496,Test Light,12V,Available,Primary
,TL12497,Test Light,12V,Available,Primary
,TL12498,Test Light,12V,Available,Secondary
,TL12499,Test Light,12V,Checked Out,Out
,TL12500,Test Light,12V,Available,Primary
,TL12501,Test Light,12V,Checked Out,Out
,TL12502,Test Light,12V,Checked Out,Out
,TL12503,Test Light,12V,Available,Secondary
,TL12504,Test Light,12V,Available,Primary
,TL12505,Test Light,12V,Checked Out,Out
,TL12506,Test Light,12V,Checked Out,Out
,TL12507,Test Light,12V,Available,Primary
,TL12508,Test Light,12V,Checked Out,Out
,TL12509,Test Light,12V,Checked Out,Out
,TL12510,Test Light,12V,Available,Primary
,TL12511,Test Light,12V,Available,Primary
,TL12512,Test Light,12V,Checked Out,Out
,TL12513,Test Light,12V,Available,Secondary
,TL12514,Test Light,12V,Available,Primary
,TL12515,Test Light,12V,Checked Out,Out
,TL12516,Test Light,12V,Checked Out,Out
,TL12517,Test Light,12V,Available,Primary
,TL12518,Test Light,12V,Checked Out,Out
,TL12519,Test Light,12V,Checked Out,Out
,TL12520,Test Light,12V,Available,Primary
,TL12521,Test Light,12V,Checked Out,Out
,TL12522,Test Light,12V,Available,Primary
,TL12523,Test Light,12V,Checked Out,Out
,TL12524,Test Light,12V,Checked Out,Out
,TL12525,Test Light,12V,Checked Out,Out
,TL12526,Test Light,12V,Available,Secondary
,TL12527,Test Light,12V,Available,Secondary
,TL12528,Test Light,12V,Checked Out,Out
,TL12529,Test Light,12V,Checked Out,Out
,TL12530,Test Light,12V,Available,Secondary
,TL12531,Test Light,12V,Checked Out,Out
,TL12532,Test Light,12V,Available,Secondary
,TL12533,Test Light,12V,Checked Out,Out
,TL12534,Test Light,12V,Checked Out,Out
,TL12535,Test Light,12V,Checked Out,Out
,TL12536,Test Light,12V,Available,Primary
,TL12537,Test Light,12V,Checked Out,Out
,TL12538,Test Light,12V,Available,Primary
,TL12539,Test Light,12V,Checked Out,Out
,TL12540,Test Light,12V,Available,Primary
,TL12541,Test Light,12V,Checked Out,Out
,TL12542,Test Light,12V,Checked Out,Out
,TL12543,Test Light,12V,Checked Out,Out
,TL12544,Test Light,12V,Checked Out,Out
,TL12545,Test Light,12V,Checked Out,Out
,TL12546,Test Light,12V,Checked Out,Out
,TL12547,Test Light,12V,Checked Out,Out
,TL12548,Test Light,12V,Checked Out,Out
,TL12549,Test Light,12V,Checked Out,Out
,TL12550,Test Light,12V,Available,Primary
,TL5001,Test Light,5V,Available,Primary
,TL5002,Test Light,5V,Available,Primary
,TL5003,Test Light,5V,Checked Out,Out
,TL5004,Test Light,5V,Checked Out,Out
,TL5005,Test Light,5V,Available,Secondary
,TL5006,Test Light,5V,Available,Secondary
,TL5007,Test Light,5V,Available,Primary
,TL5008,Test Light,5V,Available,Secondary
,TL5009,Test Light,5V,Checked Out,Out
,TL5010,Test Light,5V,Available,Primary
,TL5011,Test Light,5V,Checked Out,Out
,TL5012,Test Light,5V,Available,Primary
,TL5013,Test Light,5V,Available,Primary
,TL5014,Test Light,5V,Checked Out,Out
,TL5015,Test Light,5V,Available,Primary
,TL5016,Test Light,5V,Available,Primary
,TL5017,Test Light,5V,Available,Primary
,TL5018,Test Light,5V,Checked Out,Out
,TL5019,Test Light,5V,Available,Secondary
,TL5020,Test Light,5V,Checked Out,Out
,TL5021,Test Light,5V,Checked Out,Out
,TL5022,Test Light,5V,Available,Secondary
,TL5023,Test Light,5V,Checked Out,Out
,TL5024,Test Light,5V,Available,Primary
,TL5025,Test Light,5V,Available,Secondary
,TL5026,Test Light,5V,Available,Secondary
,TL5027,Test Light,5V,Checked Out,Out
,TL5028,Test Light,5V,Checked Out,Out
,TL5029,Test Light,5V,Available,Primary
,TL5030,Test Light,5V,Available,Secondary
,TL5031,Test Light,5V,Checked Out,Out
,TL5032,Test Light,5V,Available,Secondary
,TL5033,Test Light,5V,Available,Secondary
,TL5034,Test Light,5V,Available,Secondary
,TL5035,Test Light,5V,Checked Out,Out
,TL5036,Test Light,5V,Available,Secondary
,TL5037,Test Light,5V,Checked Out,Out
,TL5038,Test Light,5V,Checked Out,Out
,TL5039,Test Light,5V,Available,Primary
,TL5040,Test Light,5V,Checked Out,Out
,TL5041,Test Light,5V,Available,Primary
,TL5042,Test Light,5V,Available,Secondary
,TL5043,Test Light,5V,Available,Secondary
,TL5044,Test Light,5V,Available,Secondary
,TL5045,Test Light,5V,Available,Primary
,TL5046,Test Light,5V,Available,Primary
,TL5047,Test Light,5V,Checked Out,Out
,TL5048,Test Light,5V,Checked Out,Out
,TL5049,Test Light,5V,Checked Out,Out
,TL5050,Test Light,5V,Checked Out,Out
,TL5051,Test Light,5V,Available,Primary
,TL5052,Test Light,5V,Available,Secondary
,TL5053,Test Light,5V,Available,Primary
,TL5054,Test Light,5V,Checked Out,Out
,TL5055,Test Light,5V,Available,Primary
,TL5056,Test Light,5V,Available,Primary
,TL5057,Test Light,5V,Available,Primary
,TL5058,Test Light,5V,Available,Secondary
,TL5059,Test Light,5V,Available,Primary
,TL5060,Test Light,5V,Available,Secondary
,TL5061,Test Light,5V,Checked Out,Out
,TL5062,Test Light,5V,Available,Primary
,TL5063,Test Light,5V,Available,Primary
,TL5064,Test Light,5V,Checked Out,Out
,TL5065,Test Light,5V,Available,Secondary
,TL5066,Test Light,5V,Checked Out,Out
,TL5067,Test Light,5V,Available,Primary
,TL5068,Test Light,5V,Checked Out,Out
,TL5069,Test Light,5V,Available,Primary
,TL5070,Test Light,5V,Available,Primary
,TL5071,Test Light,5V,Available,Secondary
,TL5072,Test Light,5V,Checked Out,Out
,TL5073,Test Light,5V,Checked Out,Out
,TL5074,Test Light,5V,Available,Secondary
,TL5075,Test Light,5V,Checked Out,Out
,TL5076,Test Light,5V,Available,Secondary
,TL5077,Test Light,5V,Checked Out,Out
,TL5078,Test Light,5V,Available,Secondary
,TL5079,Test Light,5V,Available,Primary
,TL5080,Test Light,5V,Checked Out,Out
,TL5081,Test Light,5V,Available,Primary
,TL5082,Test Light,5V,Available,Primary
,TL5083,Test Light,5V,Available,Primary
,TL5084,Test Light,5V,Checked Out,Out
,TL5085,Test Light,5V,Checked Out,Out
,TL5086,Test Light,5V,Checked Out,Out
,TL5087,Test Light,5V,Available,Primary
,TL5088,Test Light,5V,Available,Primary
,TL5089,Test Light,5V,Available,Secondary
,TL5090,Test Light,5V,Available,Primary
,TL5091,Test Light,5V,Available,Primary
,TL5092,Test Light,5V,Available,Primary
,TL5093,Test Light,5V,Checked Out,Out
,TL5094,Test Light,5V,Available,Primary
,TL5095,Test Light,5V,Available,Primary
,TL5096,Test Light,5V,Available,Secondary
,TL5097,Test Light,5V,Checked Out,Out
,TL5098,Test Light,5V,Available,Primary
,TL5099,Test Light,5V,Available,Primary
,TL5100,Test Light,5V,Available,Secondary
,TL5101,Test Light,5V,Available,Primary
,TL5102,Test Light,5V,Available,Primary
,TL5103,Test Light,5V,Available,Secondary
,TL5104,Test Light,5V,Checked Out,Out
,TL5105,Test Light,5V,Checked Out,Out
,TL5106,Test Light,5V,Checked Out,Out
,TL5107,Test Light,5V,Checked Out,Out
,TL5108,Test Light,5V,Available,Primary
,TL5109,Test Light,5V,Checked Out,Out
,TL5110,Test Light,5V,Available,Secondary
,TL5111,Test Light,5V,Available,Secondary
,TL5112,Test Light,5V,Checked Out,Out
,TL5113,Test Light,5V,Checked Out,Out
,TL5114,Test Light,5V,Checked Out,Out
,TL5115,Test Light,5V,Checked Out,Out
,TL5116,Test Light,5V,Checked Out,Out
,TL5117,Test Light,5V,Available,Primary
,TL5118,Test Light,5V,Checked Out,Out
,TL5119,Test Light,5V,Checked Out,Out
,TL5120,Test Light,5V,Available,Primary
,TL5121,Test Light,5V,Checked Out,Out
,TL5122,Test Light,5V,Available,Primary
,TL5123,Test Light,5V,Available,Primary
,TL5124,Test Light,5V,Available,Secondary
,TL5125,Test Light,5V,Available,Secondary
,TL5126,Test Light,5V,Checked Out,Out
,TL5127,Test Light,5V,Checked Out,Out
,TL5128,Test Light,5V,Available,Secondary
,TL5129,Test Light,5V,Available,Secondary
,TL5130,Test Light,5V,Checked Out,Out
,TL5131,Test Light,5V,Available,Primary
,TL5132,Test Light,5V,Checked Out,Out
,TL5133,Test Light,5V,Checked Out,Out
,TL5134,Test Light,5V,Checked Out,Out
,TL5135,Test Light,5V,Checked Out,Out
,TL5136,Test Light,5V,Checked Out,Out
,TL5137,Test Light,5V,Available,Primary
,TL5138,Test Light,5V,Checked Out,Out
,TL5139,Test Light,5V,Available,Secondary
,TL5140,Test Light,5V,Checked Out,Out
,TL5141,Test Light,5V,Available,Primary
,TL5142,Test Light,5V,Available,Secondary
,TL5143,Test Light,5V,Available,Secondary
,TL5144,Test Light,5V,Checked Out,Out
,TL5145,Test Light,5V,Checked Out,Out
,TL5146,Test Light,5V,Checked Out,Out
,TL5147,Test Light,5V,Available,Secondary
,TL5148,Test Light,5V,Available,Secondary
,TL5149,Test Light,5V,Checked Out,Out
,TL5150,Test Light,5V,Checked Out,Out
,TL5151,Test Light,5V,Checked Out,Out
,TL5152,Test Light,5V,Available,Primary
,TL5153,Test Light,5V,Checked Out,Out
,TL5154,Test Light,5V,Available,Primary
,TL5155,Test Light,5V,Available,Primary
,TL5156,Test Light,5V,Checked Out,Out
,TL5157,Test Light,5V,Available,Secondary
,TL5158,Test Light,5V,Checked Out,Out
,TL5159,Test Light,5V,Available,Secondary
,TL5160,Test Light,5V,Checked Out,Out
,TL5161,Test Light,5V,Checked Out,Out
,TL5162,Test Light,5V,Checked Out,Out
,TL5163,Test Light,5V,Available,Secondary
,TL5164,Test Light,5V,Checked Out,Out
,TL5165,Test Light,5V,Checked Out,Out
,TL5166,Test Light,5V,Available,Secondary
,TL5167,Test Light,5V,Available,Secondary
,TL5168,Test Light,5V,Available,Secondary
,TL5169,Test Light,5V,Available,Secondary
,TL5170,Test Light,5V,Checked Out,Out
,TL5171,Test Light,5V,Available,Primary
,TL5172,Test Light,5V,Available,Primary
,TL5173,Test Light,5V,Checked Out,Out
,TL5174,Test Light,5V,Checked Out,Out
,TL5175,Test Light,5V,Checked Out,Out
,TL5176,Test Light,5V,Checked Out,Out
,TL5177,Test Light,5V,Available,Secondary
,TL5178,Test Light,5V,Checked Out,Out
,TL5179,Test Light,5V,Available,Secondary
,TL5180,Test Light,5V,Available,Primary
,TL5181,Test Light,5V,Available,Secondary
,TL5182,Test Light,5V,Checked Out,Out
,TL5183,Test Light,5V,Checked Out,Out
,TL5184,Test Light,5V,Available,Primary
,TL5185,Test Light,5V,Checked Out,Out
,TL5186,Test Light,5V,Checked Out,Out
,TL5187,Test Light,5V,Checked Out,Out
,TL5188,Test Light,5V,Checked Out,Out
,TL5189,Test Light,5V,Checked Out,Out
,TL5190,Test Light,5V,Checked Out,Out
,TL5191,Test Light,5V,Checked Out,Out
,TL5192,Test Light,5V,Checked Out,Out
,TL5193,Test Light,5V,Checked Out,Out
,TL5194,Test Light,5V,Checked Out,Out
,TL5195,Test Light,5V,Available,Primary
,TL5196,Test Light,5V,Available,Primary
,TL5197,Test Light,5V,Checked Out,Out
,TL5198,Test Light,5V,Checked Out,Out
,TL5199,Test Light,5V,Available,Primary
,TL5200,Test Light,5V,Available,Primary
,TL5201,Test Light,5V,Checked Out,Out
,TL5202,Test Light,5V,Available,Secondary
,TL5203,Test Light,5V,Available,Primary
,TL5204,Test Light,5V,Available,Primary
,TL5205,Test Light,5V,Available,Primary
,TL5206,Test Light,5V,Checked Out,Out
,TL5207,Test Light,5V,Checked Out,Out
,TL5208,Test Light,5V,Checked Out,Out
,TL5209,Test Light,5V,Checked Out,Out
,TL5210,Test Light,5V,Checked Out,Out
,TL5211,Test Light,5V,Available,Primary
,TL5212,Test Light,5V,Available,Secondary
,TL5213,Test Light,5V,Available,Primary
,TL5214,Test Light,5V,Available,Primary
,TL5215,Test Light,5V,Available,Primary
,TL5216,Test Light,5V,Checked Out,Out
,TL5217,Test Light,5V,Checked Out,Out
,TL5218,Test Light,5V,Checked Out,Out
,TL5219,Test Light,5V,Available,Secondary
,TL5220,Test Light,5V,Available,Secondary
,TL5221,Test Light,5V,Available,Primary
,TL5222,Test Light,5V,Available,Primary
,TL5223,Test Light,5V,Available,Secondary
,TL5224,Test Light,5V,Available,Secondary
,TL5225,Test Light,5V,Available,Secondary
,TL5226,Test Light,5V,Checked Out,Out
,TL5227,Test Light,5V,Checked Out,Out
,TL5228,Test Light,5V,Checked Out,Out
,TL5229,Test Light,5V,Available,Secondary
,TL5230,Test Light,5V,Available,Primary
,TL5231,Test Light,5V,Checked Out,Out
,TL5232,Test Light,5V,Available,Secondary
,TL5233,Test Light,5V,Available,Secondary
,TL5234,Test Light,5V,Available,Primary
,TL5235,Test Light,5V,Checked Out,Out
,TL5236,Test Light,5V,Checked Out,Out
,TL5237,Test Light,5V,Available,Primary
,TL5238,Test Light,5V,Checked Out,Out
,TL5239,Test Light,5V,Available,Primary
,TL5240,Test Light,5V,Checked Out,Out
,TL5241,Test Light,5V,Available,Secondary
,TL5242,Test Light,5V,Available,Primary
,TL5243,Test Light,5V,Checked Out,Out
,TL5244,Test Light,5V,Checked Out,Out
,TL5245,Test Light,5V,Available,Secondary
,TL5246,Test Light,5V,Checked Out,Out
,TL5247,Test Light,5V,Available,Secondary
,TL5248,Test Light,5V,Checked Out,Out
,TL5249,Test Light,5V,Checked Out,Out
,TL5250,Test Light,5V,Available,Primary
,TL5251,Test Light,5V,Checked Out,Out
,TL5252,Test Light,5V,Checked Out,Out
,TL5253,Test Light,5V,Checked Out,Out
,TL5254,Test Light,5V,Checked Out,Out
,TL5255,Test Light,5V,Available,Primary
,TL5256,Test Light,5V,Available,Secondary
,TL5257,Test Light,5V,Checked Out,Out
,TL5258,Test Light,5V,Checked Out,Out
,TL5259,Test Light,5V,Available,Secondary
,TL5260,Test Light,5V,Available,Secondary
,TL5261,Test Light,5V,Available,Secondary
,TL5262,Test Light,5V,Checked Out,Out
,TL5263,Test Light,5V,Available,Primary
,TL5264,Test Light,5V,Available,Primary
,TL5265,Test Light,5V,Checked Out,Out
,TL5266,Test Light,5V,Checked Out,Out
,TL5267,Test Light,5V,Checked Out,Out
,TL5268,Test Light,5V,Available,Primary
,TL5269,Test Light,5V,Available,Primary
,TL5270,Test Light,5V,Checked Out,Out
,TL5271,Test Light,5V,Checked Out,Out
,TL5272,Test Light,5V,Checked Out,Out
,TL5273,Test Light,5V,Available,Secondary
,TL5274,Test Light,5V,Checked Out,Out
,TL5275,Test Light,5V,Available,Primary
,TL5276,Test Light,5V,Checked Out,Out
,TL5277,Test Light,5V,Available,Secondary
,TL5278,Test Light,5V,Available,Secondary
,TL5279,Test Light,5V,Checked Out,Out
,TL5280,Test Light,5V,Checked Out,Out
,TL5281,Test Light,5V,Checked Out,Out
,TL5282,Test Light,5V,Checked Out,Out
,TL5283,Test Light,5V,Checked Out,Out
,TL5284,Test Light,5V,Available,Primary
,TL5285,Test Light,5V,Available,Secondary
,TL5286,Test Light,5V,Checked Out,Out
,TL5287,Test Light,5V,Checked Out,Out
,TL5288,Test Light,5V,Available,Secondary
,TL5289,Test Light,5V,Available,Primary
,TL5290,Test Light,5V,Checked Out,Out
,TL5291,Test Light,5V,Checked Out,Out
,TL5292,Test Light,5V,Checked Out,Out
,TL5293,Test Light,5V,Checked Out,Out
,TL5294,Test Light,5V,Checked Out,Out
,TL5295,Test Light,5V,Available,Primary
,TL5296,Test Light,5V,Available,Primary
,TL5297,Test Light,5V,Available,Secondary
,TL5298,Test Light,5V,Available,Primary
,TL5299,Test Light,5V,Available,Secondary
,TL5300,Test Light,5V,Available,Primary
,TL5301,Test Light,5V,Available,Secondary
,TL5302,Test Light,5V,Checked Out,Out
,TL5303,Test Light,5V,Available,Secondary
,TL5304,Test Light,5V,Checked Out,Out
,TL5305,Test Light,5V,Checked Out,Out
,TL5306,Test Light,5V,Checked Out,Out
,TL5307,Test Light,5V,Available,Primary
,TL5308,Test Light,5V,Available,Primary
,TL5309,Test Light,5V,Checked Out,Out
,TL5310,Test Light,5V,Checked Out,Out
,TL5311,Test Light,5V,Checked Out,Out
,TL5312,Test Light,5V,Available,Primary
,TL5313,Test Light,5V,Checked Out,Out
,TL5314,Test Light,5V,Checked Out,Out
,TL5315,Test Light,5V,Checked Out,Out
,TL5316,Test Light,5V,Available,Secondary
,TL5317,Test Light,5V,Available,Secondary
,TL5318,Test Light,5V,Checked Out,Out
,TL5319,Test Light,5V,Checked Out,Out
,TL5320,Test Light,5V,Checked Out,Out
,TL5321,Test Light,5V,Available,Secondary
,TL5322,Test Light,5V,Available,Secondary
,TL5323,Test Light,5V,Available,Secondary
,TL5324,Test Light,5V,Available,Primary
,TL5325,Test Light,5V,Available,Primary
,TL5326,Test Light,5V,Available,Secondary
,TL5327,Test Light,5V,Checked Out,Out
,TL5328,Test Light,5V,Checked Out,Out
,TL5329,Test Light,5V,Available,Secondary
,TL5330,Test Light,5V,Available,Secondary
,TL5331,Test Light,5V,Checked Out,Out
,TL5332,Test Light,5V,Checked Out,Out
,TL5333,Test Light,5V,Checked Out,Out
,TL5334,Test Light,5V,Checked Out,Out
,TL5335,Test Light,5V,Checked Out,Out
,TL5336,Test Light,5V,Available,Secondary
,TL5337,Test Light,5V,Available,Primary
,TL5338,Test Light,5V,Checked Out,Out
,TL5339,Test Light,5V,Checked Out,Out
,TL5340,Test Light,5V,Available,Primary
,TL5341,Test Light,5V,Available,Primary
,TL5342,Test Light,5V,Available,Secondary
,TL5343,Test Light,5V,Available,Secondary
,TL5344,Test Light,5V,Available,Primary
,TL5345,Test Light,5V,Checked Out,Out
,TL5346,Test Light,5V,Available,Primary
,TL5347,Test Light,5V,Available,Secondary
,TL5348,Test Light,5V,Available,Secondary
,TL5349,Test Light,5V,Checked Out,Out
,TL5350,Test Light,5V,Available,Secondary
,TL5351,Test Light,5V,Available,Primary
,TL5352,Test Light,5V,Checked Out,Out
,TL5353,Test Light,5V,Checked Out,Out
,TL5354,Test Light,5V,Checked Out,Out
,TL5355,Test Light,5V,Available,Secondary
,TL5356,Test Light,5V,Checked Out,Out
,TL5357,Test Light,5V,Checked Out,Out
,TL5358,Test Light,5V,Checked Out,Out
,TL5359,Test Light,5V,Checked Out,Out
,TL5360,Test Light,5V,Available,Secondary
,TL5361,Test Light,5V,Checked Out,Out
,TL5362,Test Light,5V,Checked Out,Out
,TL5363,Test Light,5V,Checked Out,Out
,TL5364,Test Light,5V,Available,Secondary
,TL5365,Test Light,5V,Available,Secondary
,TL5366,Test Light,5V,Available,Secondary
,TL5367,Test Light,5V,Available,Secondary
,TL5368,Test Light,5V,Checked Out,Out
,TL5369,Test Light,5V,Available,Primary
,TL5370,Test Light,5V,Checked Out,Out
,TL5371,Test Light,5V,Checked Out,Out
,TL5372,Test Light,5V,Available,Primary
,TL5373,Test Light,5V,Available,Primary
,TL5374,Test Light,5V,Available,Primary
,TL5375,Test Light,5V,Checked Out,Out
,TL5376,Test Light,5V,Available,Primary
,TL5377,Test Light,5V,Checked Out,Out
,TL5378,Test Light,5V,Checked Out,Out
,TL5379,Test Light,5V,Available,Secondary
,TL5380,Test Light,5V,Available,Primary
,TL5381,Test Light,5V,Checked Out,Out
,TL5382,Test Light,5V,Available,Primary
,TL5383,Test Light,5V,Available,Secondary
,TL5384,Test Light,5V,Checked Out,Out
,TL5385,Test Light,5V,Checked Out,Out
,TL5386,Test Light,5V,Available,Primary
,TL5387,Test Light,5V,Available,Secondary
,TL5388,Test Light,5V,Checked Out,Out
,TL5389,Test Light,5V,Available,Primary
,TL5390,Test Light,5V,Available,Primary
,TL5391,Test Light,5V,Checked Out,Out
,TL5392,Test Light,5V,Checked Out,Out
,TL5393,Test Light,5V,Available,Primary
,TL5394,Test Light,5V,Available,Primary
,TL5395,Test Light,5V,Checked Out,Out
,TL5396,Test Light,5V,Available,Primary
,TL5397,Test Light,5V,Available,Primary
,TL5398,Test Light,5V,Checked Out,Out
,TL5399,Test Light,5V,Checked Out,Out
,TL5400,Test Light,5V,Checked Out,Out
,TL5401,Test Light,5V,Available,Secondary
,TL5402,Test Light,5V,Available,Primary
,TL5403,Test Light,5V,Checked Out,Out
,TL5404,Test Light,5V,Checked Out,Out
,TL5405,Test Light,5V,Available,Primary
,TL5406,Test Light,5V,Checked Out,Out
,TL5407,Test Light,5V,Checked Out,Out
,TL5408,Test Light,5V,Checked Out,Out
,TL5409,Test Light,5V,Checked Out,Out
,TL5410,Test Light,5V,Available,Primary
,TL5411,Test Light,5V,Checked Out,Out
,TL5412,Test Light,5V,Checked Out,Out
,TL5413,Test Light,5V,Checked Out,Out
,TL5414,Test Light,5V,Checked Out,Out
,TL5415,Test Light,5V,Checked Out,Out
,TL5416,Test Light,5V,Available,Secondary
,TL5417,Test Light,5V,Available,Secondary
,TL5418,Test Light,5V,Available,Primary
,TL5419,Test Light,5V,Available,Secondary
,TL5420,Test Light,5V,Checked Out,Out
,TL5421,Test Light,5V,Available,Secondary
,TL5422,Test Light,5V,Available,Secondary
,TL5423,Test Light,5V,Checked Out,Out
,TL5424,Test Light,5V,Checked Out,Out
,TL5425,Test Light,5V,Available,Primary
,TL5426,Test Light,5V,Available,Secondary
,TL5427,Test Light,5V,Available,Secondary
,TL5428,Test Light,5V,Checked Out,Out
,TL5429,Test Light,5V,Checked Out,Out
,TL5430,Test Light,5V,Available,Primary
,TL5431,Test Light,5V,Checked Out,Out
,TL5432,Test Light,5V,Checked Out,Out
,TL5433,Test Light,5V,Checked Out,Out
,TL5434,Test Light,5V,Available,Secondary
,TL5435,Test Light,5V,Available,Primary
,TL5436,Test Light,5V,Checked Out,Out
,TL5437,Test Light,5V,Available,Primary
,TL5438,Test Light,5V,Available,Secondary
,TL5439,Test Light,5V,Available,Primary
,TL5440,Test Light,5V,Available,Primary
,TL5441,Test Light,5V,Checked Out,Out
,TL5442,Test Light,5V,Checked Out,Out
,TL5443,Test Light,5V,Available,Primary
,TL5444,Test Light,5V,Checked Out,Out
,TL5445,Test Light,5V,Checked Out,Out
,TL5446,Test Light,5V,Available,Secondary
,TL5447,Test Light,5V,Available,Primary
,TL5448,Test Light,5V,Checked Out,Out
,TL5449,Test Light,5V,Checked Out,Out
,TL5450,Test Light,5V,Available,Primary
,TL3001,Test Light,3V,Checked Out,Out
,TL3002,Test Light,3V,Checked Out,Out
,TL3003,Test Light,3V,Available,Secondary
,TL3004,Test Light,3V,Checked Out,Out
,TL3005,Test Light,3V,Available,Primary
,TL3006,Test Light,3V,Checked Out,Out
,TL3007,Test Light,3V,Checked Out,Out
,TL3008,Test Light,3V,Checked Out,Out
,TL3009,Test Light,3V,Available,Primary
,TL3010,Test Light,3V,Checked Out,Out
,TL3011,Test Light,3V,Checked Out,Out
,TL3012,Test Light,3V,Available,Secondary
,TL3013,Test Light,3V,Available,Secondary
,TL3014,Test Light,3V,Available,Secondary
,TL3015,Test Light,3V,Checked Out,Out
,TL3016,Test Light,3V,Checked Out,Out
,TL3017,Test Light,3V,Checked Out,Out
